,system,ar,ar_up,ar_down,mplanet,mplanet_up,mplanet_down,rplanet,rplanet_up,rplanet_down,lambda,lambda_up,lambda_down,istar,istar_up,istar_down,psi,psi_up,psi_down,teff,teff_up,teff_down,mstar,mstar_up,mstar_down,rstar,rstar_up,rstar_down,prot,prot_up,prot_down,vsini,vsini_up,vsini_down
77,NGTS-2,7.752222192975638,0.454758873092874,0.454758873092874,0.67,0.088999999999999,0.088999999999999,1.536,0.062,0.062,11.300000190734856,4.800000190734863,4.800000190734863,,,,,,,6450.0,50.0,50.0,1.302,0.034,0.034,1.62,0.089999999999999,0.089999999999999,0.0,0.0,0.0,15.90999984741211,0.490000009536743,0.490000009536743
78,Qatar-1,6.245128518379511,0.164192313977496,0.160749250742242,1.294,0.051999999999999,0.049,1.143,0.025999999999999,0.025,8.39999961853027,7.099999904632568,7.099999904632568,90.0,0.0,26.131736706238875,16.895955902552608,15.589950163249275,9.00740112391209,4910.0,100.0,100.0,0.8379999999999991,0.042999999999999,0.041,0.803,0.016,0.016,23.69700050354004,0.123000003397464,0.123000003397464,1.700000047683715,0.300000011920928,0.300000011920928
79,Qatar-2,6.531140255331875,0.104423945952744,0.104423945952744,2.466,0.062,0.062,1.115,0.012999999999999,0.012999999999999,0.0,8.0,8.0,90.0,0.0,19.45794109623438,11.394448758036447,12.318483740339389,7.147905007931127,4645.0,50.0,50.0,0.7269999999999991,0.024,0.024,0.7033,0.008,0.008,18.5,1.899999976158142,1.899999976158142,2.799999952316284,0.5,0.5
80,TOI-1268,17.042999267578125,0.256000012159347,0.386999994516372,0.289999991655349,0.03999999910593,0.03999999910593,0.746999979019165,0.017999999225139,0.017999999225139,24.87299919128418,12.963000297546388,13.133999824523926,,,,30.399999618530273,11.100000381469728,11.100000381469728,5257.0,40.0,40.0,0.8999999761581421,0.129999995231628,0.129999995231628,0.8600000143051141,0.019999999552965,0.019999999552965,10.84,0.07,0.07,4.303,0.553,0.454
81,TOI-1518,4.290999889373779,0.057000000029802,0.061000000685453,0.0,2.299999952316284,0.0,1.202999949455261,1.875,0.052999999374151,119.66000366210938,0.980000019073486,0.930000007152557,,,,,,,7300.0,100.0,100.0,1.789999961853027,0.259999990463256,0.259999990463256,1.950000047683715,0.048000000417232,0.048000000417232,,,,,,
82,TOI-2109,2.2679998874664298,0.020999999716877,0.020999999716877,5.019999980926513,0.75,0.75,1.347000002861022,0.046999998390674,0.046999998390674,1.7000000476837134,1.700000047683715,1.700000047683715,,,,,,,6540.0,16.0,16.0,1.452999949455261,0.074000000953674,0.074000000953674,1.697999954223632,0.057000000029802,0.061999998986721,,,,,,
83,TOI-942,10.119999885559082,0.129999995231628,0.180000007152557,0.0,2.599999904632568,0.0,0.428642500355962,0.017822973465381,0.004188398558537,0.9999999999999944,41.0,33.0,76.0,9.0,11.0,1.999999999999995,27.0,33.0,4928.0,125.0,85.0,0.7879999876022331,0.037000000476837,0.03099999949336,1.021999955177307,0.017999999225139,0.019999999552965,3.4,0.37,0.37,14.26,0.5,0.5
84,TRAPPIST-1,20.0406156966897,0.7247855178032021,0.6906719824685681,0.0032,0.0004,0.0005,0.1,0.002899999999999,0.0028,14.999999999999998,26.0,30.0,90.0,0.0,17.44542260431534,23.280513409194345,16.979515463714066,13.605533715245812,2557.0,47.0,47.0,0.0898,0.0023,0.0023,0.1234,0.0033,0.0033,3.279950144375296,0.224748555123369,0.224748555123369,2.039999961853027,0.180000007152557,0.180000007152557
85,TrES-1,10.373663507100645,0.326729077067206,0.326729077067206,0.761,0.050999999999999,0.050999999999999,1.099,0.035,0.035,29.999999999999996,21.0,21.0,,,,,,,5226.0,50.0,50.0,0.892,0.049,0.049,0.8179999999999991,0.021,0.021,0.0,0.0,0.0,1.299999952316284,0.300000011920928,0.300000011920928
86,TrES-2,7.957093380712044,0.210744794128628,0.210744794128628,1.206,0.049,0.049,1.193,0.023,0.023,8.999999999999996,12.0,12.0,,,,,,,5850.0,50.0,50.0,0.9909999999999992,0.057,0.057,0.9639999999999992,0.017999999999999,0.017999999999999,0.0,0.0,0.0,1.0,0.600000023841857,0.600000023841857
87,TrES-4,6.130550949398504,0.277398923383834,0.277398923383834,0.493999999999999,0.035,0.035,1.838,0.081,0.089999999999999,6.3000001907348615,4.699999809265136,4.699999809265136,,,,,,,6295.0,65.0,65.0,1.45,0.05,0.05,1.81,0.08,0.08,0.0,0.0,0.0,8.100000381469727,1.100000023841857,1.100000023841857
88,V1298 Tau,26.059999465942383,0.46000000834465,0.46000000834465,0.0,0.377558200779521,0.0,0.9152097146032052,0.047230876429869,0.051686620792151,3.999999999999995,7.0,10.0,51.0,25.0,21.0,7.999999999999997,4.0,7.0,4970.0,120.0,120.0,1.134999990463256,0.046999998390674,0.046999998390674,1.406999945640564,0.00179999996908,0.017999999225139,2.87,0.02,0.02,24.87,0.19,0.21
89,WASP-3,5.053049192579288,0.245228769757723,0.19804393670034,1.77,0.11,0.089999999999999,1.346,0.063,0.063,4.999999999999996,6.0,5.0,,,,,,,6340.0,90.0,90.0,1.11,0.08,0.059999999999999,1.298,0.052999999999999,0.043999999999999,0.0,0.0,0.0,13.899999618530272,0.029999999329447,0.029999999329447
90,WASP-4,5.477727436808368,0.153480894864487,0.153480894864487,1.249,0.051999999999999,0.051999999999999,1.364,0.028,0.028,0.9999999999999944,12.0,14.0,90.0,0.0,27.344259667723428,20.004100506316412,15.154019282597364,11.13516430762052,5540.0,55.0,55.0,0.927,0.055,0.055,0.91,0.017999999999999,0.017999999999999,22.2,3.299999999999999,3.299999999999999,2.140000104904174,0.379999995231628,0.349999994039535
91,WASP-5,5.415643236014974,0.217268939672232,0.217268939672232,1.595,0.051999999999999,0.051999999999999,1.175,0.055,0.055,12.100000381469727,8.0,10.0,71.48790918219997,16.989403175440927,7.498445187084854,22.152132782453894,11.51841363217413,10.309177015331318,5770.0,65.0,65.0,1.032999999999999,0.049,0.049,1.088,0.04,0.04,16.2,0.4,0.4,3.200000047683715,0.300000011920928,0.300000011920928
92,WASP-6,10.30421657071462,0.404788188335898,0.404788188335898,0.484999999999999,0.028,0.028,1.23,0.036999999999999,0.036999999999999,7.199999809265132,3.700000047683715,3.700000047683715,62.302806354428085,19.47147408749673,10.440942229681411,13.11058814161875,22.867240158301087,3.812571693711653,5375.0,65.0,65.0,0.8359999999999991,0.067,0.067,0.8639999999999991,0.025,0.025,23.8,0.149999999999999,0.149999999999999,1.600000023841857,0.270000010728836,0.170000001788139
93,WASP-7,9.079010846797797,0.5637587311522301,0.5637587311522301,0.9799999999999992,0.13,0.13,1.374,0.094,0.094,86.0,6.0,6.0,51.40214089197764,26.124610198542783,13.97438488706809,87.05630718079075,5.112234462218012,5.328954024897839,6520.0,70.0,70.0,1.316999999999999,0.071999999999999,0.071999999999999,1.478,0.087999999999999,0.087999999999999,3.682769296758863,1.229187120839014,1.229187120839014,14.0,2.0,2.0
94,WASP-8,18.001165227955475,0.42554271696764,0.42554271696764,2.216,0.047,0.047,1.165,0.033,0.033,143.0,1.5,1.600000023841857,36.28268107783764,3.950631587475754,3.57324846112332,118.21393673945947,3.227858244456285,3.016869749036203,5690.0,36.0,36.0,1.093,0.033,0.033,0.9759999999999992,0.021,0.021,15.312535952896267,0.8020852165802801,0.8020852165802801,1.899999976158142,0.050000000745058,0.050000000745058
95,WASP-11,12.18678463533493,0.31394159555799,0.31394159555799,0.491999999999999,0.024,0.024,0.9899999999999992,0.023,0.023,6.9999999999999964,5.0,5.0,,,,,,,4900.0,65.0,65.0,0.806,0.04,0.04,0.772,0.014999999999999,0.014999999999999,0.0,0.0,0.0,1.039999961853027,0.150000005960464,0.150000005960464
96,WASP-12,3.0368387216884,0.111307348432769,0.10350616466396,1.47,0.075999999999999,0.069,1.899999999999999,0.057,0.044999999999999,58.99999999999999,15.0,20.0,8.289329875718083,3.844359748894087,3.133447892469555,85.46752868673228,6.774167845938748,7.844787043989953,6313.0,52.0,52.0,1.433999999999999,0.11,0.089999999999999,1.657,0.045999999999999,0.043999999999999,6.770729891218252,1.583199999999999,1.583199999999999,1.600000023841857,0.8000000119209281,0.400000005960464
97,WASP-13,7.228714393078798,0.416349688773455,0.416349688773455,0.512,0.059999999999999,0.059999999999999,1.528,0.084,0.084,7.999999999999997,13.0,12.0,,,,,,,6025.0,21.0,21.0,1.22,0.12,0.12,1.657,0.079,0.079,0.0,0.0,0.0,5.699999809265136,0.400000005960464,0.400000005960464
98,WASP-14,6.036909886385553,0.464717742576056,0.372050716249033,7.589999999999999,0.239999999999999,0.23,1.24,0.12,0.1,33.099998474121094,7.400000095367431,7.400000095367431,,,,,,,6462.0,75.0,75.0,1.3,0.059999999999999,0.059999999999999,1.318,0.095,0.072999999999999,0.0,0.0,0.0,2.799999952316284,0.5699999928474421,0.5699999928474421
99,WASP-15,7.29766717765974,0.23123591243163,0.23123591243163,0.5919999999999991,0.019,0.019,1.407999999999999,0.045999999999999,0.045999999999999,139.60000610351565,5.199999809265136,4.300000190734863,,,,,,,6573.0,70.0,70.0,1.304999999999999,0.050999999999999,0.050999999999999,1.522,0.043999999999999,0.043999999999999,0.0,0.0,0.0,4.269999980926513,0.259999990463256,0.360000014305114
100,WASP-16,8.210071360690984,0.351903725955396,0.351903725955396,0.8319999999999991,0.037999999999999,0.037999999999999,1.218,0.04,0.04,4.199999809265132,13.899999618530272,11.0,,,,,,,5630.0,70.0,70.0,0.9799999999999992,0.053999999999999,0.053999999999999,1.087,0.042,0.042,0.0,0.0,0.0,1.200000047683715,0.400000005960464,0.5
101,WASP-17,6.975701887856684,0.22851787550745,0.22851787550745,0.476999999999999,0.033,0.033,1.931999999999999,0.052999999999999,0.052999999999999,148.50000000000003,5.400000095367431,4.199999809265136,,,,,,,6550.0,100.0,100.0,1.286,0.079,0.079,1.583,0.041,0.041,0.0,0.0,0.0,14.670000076293944,0.810000002384185,0.5699999928474421
102,WASP-18,3.521246916803361,0.094834172875126,0.094834172875126,10.52,0.32,0.32,1.204,0.028,0.028,12.999999999999998,7.0,7.0,,,,,,,6400.0,70.0,70.0,1.294999999999999,0.058999999999999,0.058999999999999,1.254999999999999,0.028,0.028,0.0,0.0,0.0,11.199999809265137,0.600000023841857,0.600000023841857
103,WASP-19,3.451696908150205,0.071812507225952,0.071812507225952,1.139,0.035999999999999,0.035999999999999,1.409999999999999,0.021,0.021,0.9999999999999944,1.200000047683715,1.200000047683715,90.0,0.0,29.22248444902881,3.7349326510598977,27.98286644040806,2.294840844846199,5460.0,90.0,90.0,0.935,0.041,0.041,1.018,0.014999999999999,0.014999999999999,12.125024863519002,2.103,2.103,4.400000095367431,0.8999999761581421,0.8999999761581421
104,WASP-20,10.130639975677587,0.381002495687688,0.381002495687688,0.396,0.045999999999999,0.045999999999999,1.381999999999999,0.057,0.057,12.699999809265137,4.199999809265136,4.199999809265136,,,,,,,5987.0,20.0,20.0,1.113,0.034,0.034,1.242,0.044999999999999,0.044999999999999,0.0,0.0,0.0,4.75,0.5099999904632561,0.5099999904632561
105,WASP-21,9.44605768913643,0.5103594864877521,0.5103594864877521,0.276,0.019,0.019,1.161999999999999,0.053999999999999,0.053999999999999,7.999999999999997,26.0,27.0,,,,,,,5924.0,55.0,55.0,0.8900000000000001,0.079,0.079,1.135999999999999,0.050999999999999,0.050999999999999,0.0,0.0,0.0,0.660000026226043,0.140000000596046,0.140000000596046
106,WASP-22,8.379025510057634,0.263588989988837,0.263588989988837,0.616999999999999,0.028,0.017999999999999,1.199,0.045999999999999,0.027,22.0,16.0,16.0,,,,,,,6153.0,46.0,46.0,1.249,0.074999999999999,0.033,1.254999999999999,0.029999999999999,0.029999999999999,0.0,0.0,0.0,4.400000095367431,0.300000011920928,0.300000011920928
107,WASP-24,5.935359371622881,0.224416973393122,0.224416973393122,1.109,0.053999999999999,0.053999999999999,1.302999999999999,0.047,0.047,4.699999809265135,4.0,4.0,,,,,,,6107.0,77.0,77.0,1.167999999999999,0.074999999999999,0.074999999999999,1.316999999999999,0.041,0.041,0.0,0.0,0.0,7.0,0.8999999761581421,0.8999999761581421
108,WASP-25,11.21536299362479,0.25681675766944,0.25681675766944,0.5979999999999991,0.045999999999999,0.045999999999999,1.247,0.032,0.032,14.600000381469725,6.699999809265136,6.699999809265136,,,,,,,5736.0,35.0,35.0,1.052999999999999,0.037999999999999,0.037999999999999,0.924,0.017999999999999,0.017999999999999,0.0,0.0,0.0,2.900000095367431,0.300000011920928,0.300000011920928
109,WASP-26,6.642262969435869,0.208515205720644,0.208515205720644,1.02,0.033,0.033,1.216,0.047,0.047,34.0,26.0,36.0,,,,,,,6015.0,55.0,55.0,1.095,0.045999999999999,0.045999999999999,1.284,0.035999999999999,0.035999999999999,0.0,0.0,0.0,2.200000047683715,0.699999988079071,0.699999988079071
110,WASP-28,8.776516871985283,0.283678053549285,0.283678053549285,0.8890000000000001,0.058,0.058,1.219,0.028,0.028,7.999999999999997,18.0,18.0,,,,,,,6084.0,45.0,45.0,0.9929999999999992,0.067,0.067,1.083,0.025,0.025,0.0,0.0,0.0,3.25,0.340000003576278,0.340000003576278
111,WASP-30,8.567720462366001,0.216167769149475,0.173245652034344,62.5,1.2,1.2,0.9509999999999992,0.028,0.024,6.9999999999999964,19.0,27.0,,,,,,,6190.0,50.0,50.0,1.249,0.032,0.035999999999999,1.389,0.033,0.025,0.0,0.0,0.0,12.100000381469728,0.400000005960464,0.5
112,WASP-31,8.002335602660272,0.219323909507955,0.219323909507955,0.477999999999999,0.029,0.029,1.548999999999999,0.05,0.05,2.7999999523162793,3.099999904632568,3.099999904632568,,,,,,,6175.0,70.0,70.0,1.163,0.025999999999999,0.025999999999999,1.252,0.033,0.033,0.0,0.0,0.0,6.599999904632568,0.600000023841857,0.600000023841857
113,WASP-32,7.633111781643355,0.348711452045201,0.348711452045201,3.6,0.07,0.07,1.179999999999999,0.07,0.07,10.5,6.400000095367431,6.5,54.48876263455379,17.858107513041297,10.963254456756658,35.75829094459628,10.220773479944585,17.157692484697964,6100.0,100.0,100.0,1.1,0.029999999999999,0.029999999999999,1.11,0.05,0.05,11.600000381469728,1.0,1.0,3.900000095367431,0.400000005960464,0.5
114,WASP-33,3.690956302968397,0.054517024499479,0.102281895305089,2.16,0.2,0.2,1.679,0.019,0.029999999999999,112.93000030517577,0.219999998807907,0.230000004172325,37.458954008186566,6.764205888705866,5.722674216504305,104.07438730109305,2.7961453353328523,2.765565595697026,7430.0,100.0,100.0,1.560999999999999,0.044999999999999,0.079,1.508999999999999,0.019,0.029999999999999,0.5218710358349491,0.05,0.05,86.62999725341797,0.319999992847442,0.370000004768371
115,WASP-38,12.153004338535714,0.298877198969893,0.258437033645963,2.690999999999999,0.058,0.058,1.094,0.029,0.028,7.499999999999999,4.699999809265136,6.099999904632568,,,,,,,6150.0,80.0,80.0,1.203,0.035999999999999,0.035999999999999,1.331,0.029999999999999,0.025,0.0,0.0,0.0,7.5,0.100000001490116,0.200000002980232
116,WASP-39,11.056815136193404,0.318620249493548,0.318620249493548,0.281,0.032,0.032,1.278999999999999,0.04,0.04,0.0,11.0,11.0,,,,,,,5485.0,50.0,50.0,0.913,0.045999999999999,0.045999999999999,0.9389999999999992,0.021999999999999,0.021999999999999,0.0,0.0,0.0,1.399999976158142,0.25,0.25
117,WASP-41,9.951270100680327,0.181364845970539,0.181364845970539,0.9769999999999992,0.025999999999999,0.025999999999999,1.177999999999999,0.017999999999999,0.017999999999999,5.999999999999996,11.0,11.0,62.04706867204024,27.95293132795976,16.51977191417175,22.62773093478833,28.86383126279173,11.879740291696084,5546.0,33.0,33.0,0.9869999999999992,0.033,0.033,0.8860000000000001,0.012,0.012,18.41,0.05,0.05,1.600000023841857,1.100000023841857,1.100000023841857
118,WASP-43,4.919909102220875,0.093854281365114,0.099755668590871,2.033999999999999,0.051999999999999,0.050999999999999,1.036,0.019,0.019,3.4999999999999982,6.800000190734863,6.800000190734863,90.0,0.0,27.845296788375435,12.670486040363986,19.65516362732768,7.749548478933313,4520.0,120.0,120.0,0.7169999999999991,0.025,0.025,0.667,0.01,0.010999999999999,15.6,0.4,0.4,2.259999990463256,0.540000021457672,0.540000021457672
119,WASP-52,7.231077171297375,0.210500034303075,0.210500034303075,0.434,0.024,0.024,1.252999999999999,0.027,0.027,1.1000000238418552,1.100000023841857,1.100000023841857,90.0,0.0,11.0849641819094,2.7559766099825316,9.772065975359808,1.8360724890192928,5000.0,100.0,100.0,0.804,0.05,0.05,0.786,0.016,0.016,17.260000228881836,0.5099999904632561,0.389999985694885,2.621999979019165,0.074000000953674,0.074000000953674
120,WASP-53,11.051348063158068,0.389209370873771,0.40198571584525,2.132,0.091999999999999,0.094,1.074,0.036999999999999,0.036999999999999,0.9999999999999944,12.0,12.0,,,,,,,4950.0,60.0,60.0,0.8389999999999991,0.053999999999999,0.053999999999999,0.798,0.023,0.023,0.0,0.0,0.0,0.8600000143051141,0.209999993443489,0.209999993443489
121,WASP-60,8.509684635403312,0.40705495805432,0.40705495805432,0.56,0.035999999999999,0.035999999999999,1.225,0.069,0.069,129.0,17.0,17.0,,,,,,,6105.0,50.0,50.0,1.229,0.031,0.031,1.401,0.066,0.066,0.0,0.0,0.0,2.970000028610229,0.469999998807907,0.469999998807907
122,WASP-61,8.060301782934978,0.213498068157006,0.213498068157006,2.06,0.16,0.16,1.22,0.029999999999999,0.029999999999999,3.999999999999995,17.100000381469727,18.39999961853028,,,,,,,6250.0,150.0,150.0,1.27,0.059999999999999,0.059999999999999,1.389999999999999,0.029999999999999,0.029999999999999,0.0,0.0,0.0,11.100000381469728,0.699999988079071,0.699999988079071
123,WASP-62,9.52580021020955,0.390243411581875,0.390243411581875,0.5699999999999991,0.04,0.04,1.389999999999999,0.059999999999999,0.059999999999999,19.399999618530277,5.099999904632568,4.900000095367431,73.04683228190409,12.189364930180773,6.426048524837015,25.016225874195396,6.58636630686146,6.215941674588734,6230.0,80.0,80.0,1.25,0.05,0.05,1.28,0.05,0.05,6.648957957445462,0.132979159148909,0.132979159148909,9.300000190734863,0.200000002980232,0.200000002980232
124,WASP-66,6.709389015783572,0.362344544861526,0.362344544861526,2.319999999999999,0.13,0.13,1.389999999999999,0.089999999999999,0.089999999999999,3.999999999999995,22.0,22.0,,,,,,,6600.0,150.0,150.0,1.3,0.07,0.07,1.75,0.089999999999999,0.089999999999999,0.0,0.0,0.0,12.100000381469728,2.200000047683715,2.200000047683715
125,WASP-69,11.96896004684323,0.435401226741533,0.435401226741533,0.26,0.017,0.017,1.056999999999999,0.047,0.047,0.4000000059604617,2.0,1.899999976158142,90.0,0.0,21.45065409274829,3.8254618213369644,18.505938776835105,2.698030071144647,4700.0,50.0,50.0,0.8259999999999991,0.029,0.029,0.8129999999999991,0.028,0.028,23.07,0.16,0.16,2.200000047683715,0.400000005960464,0.400000005960464
126,WASP-71,4.395091312670797,0.337060453805956,0.337060453805956,2.242,0.08,0.08,1.46,0.13,0.13,1.8999999761581399,7.5,7.099999904632568,,,,,,,6180.0,52.0,52.0,1.558999999999999,0.059999999999999,0.059999999999999,2.259999999999999,0.17,0.17,0.0,0.0,0.0,7.800000190734863,0.300000011920928,0.400000005960464
127,WASP-72,4.027197369613682,0.491156407447496,0.491156407447496,1.461,0.058999999999999,0.056,1.27,0.2,0.2,6.9999999999999964,12.0,11.0,,,,,,,6250.0,100.0,100.0,1.385999999999999,0.055,0.055,1.98,0.239999999999999,0.239999999999999,0.0,0.0,0.0,5.0,1.399999976158142,1.200000047683715
128,WASP-74,4.820301311544897,0.087213544196104,0.087213544196104,0.8259999999999991,0.021,0.021,1.403999999999999,0.021999999999999,0.021999999999999,0.7699999809265079,0.990000009536743,0.990000009536743,,,,,,,5984.0,57.0,57.0,1.191,0.037999999999999,0.037999999999999,1.536,0.025999999999999,0.025999999999999,0.0,0.0,0.0,5.849999904632568,0.5,0.5
129,WASP-76,4.020662408673964,0.163563028452333,0.163563028452333,0.894,0.019,0.012999999999999,1.854,0.076999999999999,0.075999999999999,61.299999237060554,7.599999904632568,5.099999904632568,9.100273820971177,2.42852161374642,2.113374705862769,85.69278605479134,2.495733104723242,2.411093413482547,6329.0,65.0,65.0,1.458,0.021,0.021,1.764999999999999,0.070999999999999,0.070999999999999,9.2918718793253,1.265652952172672,1.265652952172672,1.480000019073486,0.280000001192092,0.280000001192092
130,WASP-78,3.358354840142623,0.160568098186979,0.14799244207741,0.8599999999999991,0.08,0.08,2.06,0.1,0.1,6.400000095367428,5.900000095367431,5.900000095367431,,,,,,,6100.0,150.0,150.0,1.389999999999999,0.089999999999999,0.08,2.35,0.1,0.089999999999999,0.0,0.0,0.0,7.099999904632568,0.5,0.5
131,WASP-79,7.391265281014761,0.226530278978229,0.185860399531689,0.8599999999999991,0.08,0.08,1.53,0.04,0.04,99.09999847412108,3.900000095367431,4.099999904632568,,,,,,,6600.0,100.0,100.0,1.389999999999999,0.08,0.08,1.51,0.04,0.029999999999999,0.0,0.0,0.0,17.40999984741211,0.200000002980232,0.11999999731779
132,WASP-80,12.616186916759116,0.35494770510384,0.35494770510384,0.562,0.027,0.027,0.9859999999999992,0.021999999999999,0.021999999999999,13.999999999999998,14.0,14.0,,,,,,,4145.0,100.0,100.0,0.5959999999999991,0.035,0.035,0.5929999999999991,0.012,0.012,0.0,0.0,0.0,1.269999980926513,0.140000000596046,0.170000001788139
133,WASP-84,21.70045609321693,0.717498741340435,0.717498741340435,0.687,0.033,0.033,0.9759999999999992,0.025,0.025,0.3000000119209262,1.700000047683715,1.700000047683715,71.41764282563155,13.72362387475475,7.102915048692253,18.55658478576496,4.441706221987942,15.742047015104186,5280.0,80.0,80.0,0.8529999999999991,0.058,0.058,0.768,0.019,0.019,14.36,0.349999999999999,0.349999999999999,2.558000087738037,0.082999996840953,0.082999996840953
134,WASP-85,8.969771411475364,0.31871979367411,0.31871979367411,1.264999999999999,0.065,0.065,1.24,0.029999999999999,0.029999999999999,0.0,14.0,14.0,90.0,0.0,31.263215409108867,22.146132651632083,17.436901865653653,12.078450291653116,5685.0,65.0,65.0,1.09,0.08,0.08,0.935,0.023,0.023,13.0827110004725,0.261654220009449,0.261654220009449,3.410000085830688,0.889999985694885,0.889999985694885
135,WASP-87,3.8937993555266113,0.178447420609182,0.178447420609182,2.18,0.149999999999999,0.149999999999999,1.385,0.059999999999999,0.059999999999999,7.999999999999997,11.0,11.0,,,,,,,6450.0,120.0,120.0,1.204,0.092999999999999,0.092999999999999,1.627,0.062,0.062,0.0,0.0,0.0,9.800000190734863,0.600000023841857,0.600000023841857
136,WASP-94A,7.300894188590069,0.261528710040786,0.223869950042232,0.452,0.035,0.032,1.72,0.059999999999999,0.05,150.99999999999997,16.0,23.0,33.13010120665715,8.790203716032742,7.11171934237409,116.63601803402025,9.943871317585533,9.085039796699476,6170.0,80.0,80.0,1.45,0.089999999999999,0.089999999999999,1.62,0.05,0.04,10.479002641527131,1.604,1.604,4.199999809265136,0.5,0.5
137,WASP-100,5.5370744602850746,0.8779067031994561,0.531274260789785,2.029999999999999,0.12,0.12,1.399999999999999,0.2,0.299999999999999,79.00000000000001,19.0,10.0,,,,,,,6940.0,120.0,120.0,1.47,0.059999999999999,0.05,1.669999999999999,0.179999999999999,0.11,0.0,0.0,0.0,12.800000190734863,2.299999952316284,2.200000047683715
138,WASP-103,3.011840796594735,0.11789989634381,0.142315938217931,1.47,0.11,0.13,1.645999999999999,0.051999999999999,0.059999999999999,2.999999999999995,33.0,33.0,,,,,,,6110.0,160.0,160.0,1.205,0.096,0.117,1.413,0.041,0.048,0.0,0.0,0.0,6.5,2.0,2.0
139,WASP-107,17.749196927517776,0.6743993184980901,0.6743993184980901,0.096,0.005,0.005,0.924,0.021999999999999,0.021999999999999,112.62999725341794,24.87000274658203,20.62999725341797,28.170000076293945,40.380001068115234,-20.040000915527344,92.59999847412111,30.70000457763672,1.799995422363281,4425.0,70.0,70.0,0.683,0.017,0.016,0.67,0.02,0.02,17.100000381469727,1.0,1.0,2.5,0.8000000119209281,0.8000000119209281
140,WASP-109,7.39714804146139,0.298926014020234,0.298926014020234,0.91,0.13,0.13,1.443,0.052999999999999,0.052999999999999,99.00000000000001,10.0,9.0,,,,,,,6520.0,140.0,140.0,1.203,0.089999999999999,0.089999999999999,1.346,0.043999999999999,0.043999999999999,0.0,0.0,0.0,18.89999961853028,2.400000095367431,2.299999952316284
141,WASP-111,4.549644595941944,0.271028955028255,0.271028955028255,1.83,0.149999999999999,0.149999999999999,1.443,0.094,0.094,4.999999999999996,16.0,16.0,,,,,,,6400.0,150.0,150.0,1.5,0.11,0.11,1.85,0.1,0.1,0.0,0.0,0.0,11.119999885559082,0.769999980926513,0.769999980926513
142,WASP-117,17.385522326401713,1.007481252162798,0.8886486578764881,0.2755,0.008999999999999,0.008999999999999,1.020999999999999,0.075999999999999,0.065,46.900001525878906,4.800000190734863,5.5,,,,,,,6040.0,90.0,90.0,1.125999999999999,0.029,0.029,1.169999999999999,0.067,0.058999999999999,0.0,0.0,0.0,1.460000038146972,0.140000000596046,0.140000000596046
143,WASP-121,3.799119848680869,0.107791557925854,0.108810861777243,1.183,0.064,0.062,1.865,0.043999999999999,0.043999999999999,87.19999694824219,0.409999996423721,0.449999988079071,39.80954328207995,7.440308612695183,6.339109963617019,88.09999999999998,0.25,0.25,6586.0,59.0,59.0,1.379999999999999,0.02,0.02,1.439999999999999,0.029999999999999,0.029999999999999,3.378802928224322,0.395799999999999,0.395799999999999,13.5600004196167,0.6899999976158141,0.680000007152557
144,WASP-127,8.38883347809899,0.18809014886741,0.18809014886741,0.165,0.021,0.017,1.310999999999999,0.025,0.029,128.39999389648438,5.5,5.599999904632568,,,,,,,5750.0,100.0,100.0,0.9499999999999992,0.02,0.02,1.333,0.027,0.027,0.0,0.0,0.0,0.5299999713897701,0.070000000298023,0.050000000745058
145,WASP-134,17.49638815899917,0.8486496313219241,0.8486496313219241,1.411999999999999,0.074999999999999,0.074999999999999,0.9879999999999992,0.057,0.057,43.70000076293945,9.899999618530272,9.899999618530272,,,,,,,5700.0,100.0,100.0,1.131,0.044999999999999,0.044999999999999,1.175,0.048,0.048,0.0,0.0,0.0,2.079999923706054,0.259999990463256,0.259999990463256
146,WASP-148,19.799999237060547,1.5,1.5,0.354000002145767,0.054999999701976,0.050000000745058,0.8000000119209281,0.019999999552965,0.023000000044703,8.199999809265133,9.699999809265137,8.699999809265137,,,,,,,5437.0,21.0,21.0,0.970000028610229,0.046000000089406,0.057000000029802,0.90499997138977,0.01300000026822,0.014000000432133,,,,,,
147,WASP-166,11.3162771861419,0.556817285896767,0.556817285896767,0.101999999999999,0.004,0.004,0.63,0.029999999999999,0.029999999999999,2.999999999999995,5.0,5.0,90.0,0.0,23.80295494742721,10.146319455404036,16.73971689024495,5.896614656639442,6050.0,50.0,50.0,1.189999999999999,0.059999999999999,0.059999999999999,1.22,0.059999999999999,0.059999999999999,12.300000190734863,1.899999976158142,1.899999976158142,5.099999904632568,0.300000011920928,0.300000011920928
148,WASP-167,4.384986016976443,0.142121574573299,0.142121574573299,0.0,8.0,0.0,1.56,0.05,0.05,165.0,5.0,5.0,35.02645912081054,5.178394821127909,4.61422695407225,123.80502085069445,11.565974695474978,10.6374930967157,7043.0,89.0,68.0,1.59,0.08,0.08,1.79,0.05,0.05,1.02289640516774,0.1,0.1,49.93999862670898,0.03999999910593,0.03999999910593
149,WASP-174,8.785374848632525,0.147564738729221,0.147564738729221,0.33,0.090999999999999,0.090999999999999,1.437,0.05,0.05,31.0,1.0,1.0,,,,,,,6400.0,100.0,100.0,1.24,0.037999999999999,0.037999999999999,1.347,0.017999999999999,0.017999999999999,0.0,0.0,0.0,16.5,0.5,0.5
